Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone,
mova.io," $10,000+ ",5,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/movaio,http://mova.io,kyrylo@mova.io,"
 ",
Solar Digital," $10,000+ ",5,$25 - $49,"""10 - 49""","Odessa,",None,https://clutch.co/profile/solar-digital,https://solar-digital.com/,sales@solar-digital.com,"
+380934661696 ",
thoughtbot," $25,000+ ",4.8,$200 - $300,"""50 - 249""","Boston,",MA,https://clutch.co/profile/thoughtbot,https://thoughtbot.com/,hello@thoughtbot.com,"
877.976.2687 ",
Brights," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/brights,http://brights.io,to@brights.io,"
380-44-227-42-62 ",
WebClues Infotech," $5,000+ ",5,< $25,"""50 - 249""","Streetsboro,",OH,https://clutch.co/profile/webclues-infotech,http://www.webcluesinfotech.com/,sales@webcluesinfotech.com,"
+1-315-245-8500 ",
First Line Software, Undisclosed,5,None,"""250 - 999""","Cambridge,",MA,https://clutch.co/profile/first-line-software,https://firstlinesoftware.com/,sales@firstlinesoftware.com,"
(877)737-7178 ",
MWP Tech," $10,000+ ",4.8,None,"""2 - 9""","Moscow,",None,https://clutch.co/profile/mwp-tech,http://www.mwptech.com,info@mwptech.com,"
 ",
Maxiom Technology," $25,000+ ",4.5,$100 - $149,"""10 - 49""","Ashburn,",VA,https://clutch.co/profile/maxiom-technology,http://www.maxiomtech.com,admin@maxiomtech.com,"
(703) 942-9420 ",
Linebreak," $10,000+ ",4.5,$100 - $149,"""2 - 9""",None,None,https://clutch.co/profile/linebreak,http://www.linebreak.io,hello@linebreak.io,"
 ",
Web Peppers," $1,000+ ",5,$25 - $49,"""50 - 249""","Kiev,",None,https://clutch.co/profile/web-peppers,https://web-peppers.com,info@web-peppers.com,"
+38 (099) 756-4485 ",
Code District," $10,000+ ",5,$25 - $49,"""10 - 49""","Lahore,",None,https://clutch.co/profile/code-district,http://www.thecodedistrict.com,info@thecodedistrict.com,"
 ",
Samsao," $50,000+ ",4.5,$100 - $149,"""10 - 49""","Montreal,",None,https://clutch.co/profile/samsao,https://samsao.co/,contact@samsao.co,"
+1-888-649-4206 ",
Parthenon Software Group, Undisclosed,5,$100 - $149,"""10 - 49""","Portland,",OR,https://clutch.co/profile/parthenon-software-group,https://www.parthenonsoftware.com/?utm_source=clutch,sales@parthenonsoftware.com,"
503.247.2447 ",
KWALL," $25,000+ ",5,$150 - $199,"""10 - 49""","Newport Beach,",CA,https://clutch.co/profile/kwall,http://www.kwallcompany.com/,sales@kwallcompany.com,"
866.916.1202 ",
Softwire," $50,000+ ",5,$300+,"""50 - 249""","London,",None,https://clutch.co/profile/softwire,http://www.softwire.com/,info@softwire.com,"
+44 020 7485 7500 ",
SumatoSoft," $25,000+ ",4.9,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/sumatosoft,http://sumatosoft.com/?utm_source=clutch.co&utm_medium=referral&utm_content=main%20website&utm_campaign=Clutch,info@sumatosoft.com,"
+375 (29)6255178 ",
Zwiffer Inc," $25,000+ ",5,$100 - $149,"""2 - 9""","Chicago,",IL,https://clutch.co/profile/zwiffer,http://www.zwiffer.com,sales@zwiffer.com,"
708.945.367 ",
Yeti LLC," $25,000+ ",4.5,$150 - $199,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/yeti,http://yeti.co,sales@yeti.co,"
415.766.4198 ",
Dikonia," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Mohali,",None,https://clutch.co/profile/dikonia,http://www.dikonia.com,sales@dikonia.in,"
+91 98764 14156 ",
Perfection Infoweb," $1,000+ ",4.8,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/perfection-infoweb,http://www.perfectioninfo.com,sales@perfectioninfo.com,"
+91.992.454.6764 ",
EGO c.m.s.," $5,000+ ",4.7,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/ego-cms,https://ego-cms.com/?utm_source=clutch&utm_medium=profile,hello@ego-cms.com,"
+380 99 770 62 26 ",
Belitsoft, Undisclosed,5,$25 - $49,"""50 - 249""","Minsk,",None,https://clutch.co/profile/belitsoft,https://belitsoft.com,vtursin@belitsoft.com,"
+375 (25) 694-36-77 ",
Moove-it," $10,000+ ",4.9,$50 - $99,"""50 - 249""","Austin,",TX,https://clutch.co/profile/moove-it,http://www.moove-it.com,hello@moove-it.com,"
(512) 949-8991 ",
Insalgo," $5,000+ ",4.7,$25 - $49,"""10 - 49""","Gdansk,",None,https://clutch.co/profile/insalgo,http://www.insalgo.com,contact@insalgo.com,"
+48 535 669 451 ",
eSparkBiz Technologies Pvt. Ltd.," $5,000+ ",4.8,$25 - $49,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/esparkbiz-technologies,http://www.esparkinfo.com/,info@esparkinfo.com,"
408-850-1488 ",
EBS Integrator, Undisclosed,4.7,$50 - $99,"""10 - 49""","Chisinau,",None,https://clutch.co/profile/ebs-integrator,http://www.ebs-integrator.com,sales@ebs-integrator.com,"
+373 698 63933 ",
AltexSoft," $25,000+ ",4.9,$50 - $99,"""50 - 249""","Kharkiv,",None,https://clutch.co/profile/altexsoft,http://www.altexsoft.com/,sales@altexsoft.com,"
+1 877.777.9097 ",
Emerge Interactive," $25,000+ ",4.8,$150 - $199,"""10 - 49""","Portland,",OR,https://clutch.co/profile/emerge-interactive,http://www.emergeinteractive.com,info@emergeinteractive.com,"
503.922.3483 ",
Aubergine Solutions Pvt. Ltd.," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/aubergine-solutions,http://www.auberginesolutions.com,hello@auberginesolutions.com,"
+917567110560 ",
Borne Digital," $25,000+ ",4.5,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/borne-digital,http://borneagency.com/,info@borneagency.com,"
+44.020.7112.8645 ",
Butterfly," $10,000+ ",5,$150 - $199,"""10 - 49""","Melbourne,",None,https://clutch.co/profile/butterfly,http://www.butterfly.com.au,sales@butterfly.com.au,"
0390099610 ",
Roll'n'Code," $10,000+ ",4.8,$25 - $49,"""10 - 49""","Zaporizhya,",None,https://clutch.co/profile/rollncode,http://rollncode.com,hello@rollncode.com,"
 ",
BLAKIT," $1,000+ ",5,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/blakit,https://blak-it.com/,hello@blak-it.com,"
+37533 657-17-84 ",
Attract Group," $5,000+ ",5,$25 - $49,"""10 - 49""","Odessa,",None,https://clutch.co/profile/attract-group,http://attractgroup.com,sales@attractgroup.com,"
+380503473055 ",
App Gurus," $10,000+ ",4.5,$100 - $149,"""10 - 49""","Brisbane,",None,https://clutch.co/profile/app-gurus,http://www.appgurus.com.au,info@appgurus.com.au,"
+61 1300 699 571 ",
ServUS Tech," $10,000+ ",5,$25 - $49,"""50 - 249""",None,None,https://clutch.co/profile/servus-tech,http://www.servustech.com,alex.suciu@servus.tech,"
 ",
Squareball Studios," $25,000+ ",4.8,$100 - $149,"""10 - 49""","Dallas,",TX,https://clutch.co/profile/squareball-studios,http://squareballstudios.com,info@squareballstudios.com,"
877832109 ",
Somo," $10,000+ ",4.5,$150 - $199,"""50 - 249""","London,",None,https://clutch.co/profile/somo,http://www.somoglobal.com/,marketing@somoglobal.com,"
+44 20 3397 3550  ",
Zoptal Solutions Pvt. Ltd.," $1,000+ ",5,< $25,"""10 - 49""","Mohali,",None,https://clutch.co/profile/zoptal-solutions,https://zoptal.com/,hello@zoptal.com,"
9779816382 ",
Mobter," $10,000+ ",5,$50 - $99,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/mobter,http://www.mobter.com,hello@mobter.com,"
+48 22 100 67 20 ",
Brightify," $10,000+ ",4.5,$50 - $99,"""2 - 9""","Brno,",None,https://clutch.co/profile/brightify,http://www.brightify.org/,info@brightify.org,"
 ",
Mumble," $10,000+ ",5,$25 - $49,"""10 - 49""","Oakland,",CA,https://clutch.co/profile/mumble,http://www.mumbleideas.com,sales@mumbleideas.com,"
 ",
TVS Next Private Limited," $10,000+ ",5,$25 - $49,"""250 - 999""","New York,",NY,https://clutch.co/profile/tvs-next-private,http://www.tvsnext.io,marketing@tvsnext.io,"
 ",
BMS Innolabs Software Pvt.Ltd," $10,000+ ",4.5,$25 - $49,"""50 - 249""","Rajaji Nagar,",None,https://clutch.co/profile/bms-innolabs-software-pvtltd,http://bmsils.com/contact,sales@bmsils.com,"
080 23321221 ",
ADV," $25,000+ ",4.8,$25 - $49,"""50 - 249""","Moscow,",None,https://clutch.co/profile/adv,http://www.advwe.com,hello@advwe.com,"
+79031510595 ",
Saritasa," $25,000+ ",4.8,$100 - $149,"""50 - 249""","Newport Beach,",CA,https://clutch.co/profile/saritasa,https://www.saritasa.com/,info@saritasa.com,"
888.716.5833 ",
iGenero Web Solution Private Limited, Undisclosed,4.5,$25 - $49,"""50 - 249""","Hyderabad,",None,https://clutch.co/profile/igenero-web-solution-private,http://www.igenero.com,contact@igenero.com,"
+919885023430  ",
Softnauts," $5,000+ ",4.8,$25 - $49,"""10 - 49""","Krakw,",None,https://clutch.co/profile/softnauts,http://www.softnauts.com,contact@softnauts.com,"
+48 690 019 841 ",
KTA, Undisclosed,4,None,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/%C3%A4kta,http://akta.com/,hello@akta.com,"
312.361.3555 ",
Fooyo," $25,000+ ",4.5,$100 - $149,"""2 - 9""","Singapore,",None,https://clutch.co/profile/fooyo,http://www.fooyo.sg,hi@fooyo.sg,"
(+65)84127233 ",
Intelivita," $1,000+ ",4.7,< $25,"""10 - 49""","Leeds,",None,https://clutch.co/profile/intelivita,http://www.intelivita.co.uk,support@intelivita.com,"
+44.778.397.2793 ",
True Interaction," $10,000+ ",5,$100 - $149,"""10 - 49""","New York,",NY,https://clutch.co/profile/true-interaction,http://www.trueinteraction.com,william@trueinteraction.com,"
917-285-7500 ",
Push Interactions, Undisclosed,4.5,$100 - $149,"""10 - 49""","Saskatoon,",None,https://clutch.co/profile/push-interactions,http://www.pushinteractions.com/,,"
306 261 1849 ",
Surge Software," $25,000+ ",4.8,$100 - $149,"""50 - 249""","Bellevue,",WA,https://clutch.co/profile/surge-software,http://www.surgeforward.com,info@surgeforward.com,"
866.643.3797 ",
NMG Technologies," $1,000+ ",4.9,< $25,"""10 - 49""","US, UK, NZ, AU,",None,https://clutch.co/profile/nmg-technologies,https://nmgtechnologies.com/clutch/new-home/?utm_source=referrer&utm_medium=clutch&utm_campaign=visit%20website,accelerate@nmgtechnologies.com,"
+1-702-329-5652 ",
TechEmpire ," $25,000+ ",4.9,$25 - $49,"""10 - 49""","Eastbourne,",None,https://clutch.co/profile/techempire,http://www.techempire.co.uk,info@techempire.co.uk,"
+441323886963 ",
Quest Global Technologies Limited, Undisclosed,5,$50 - $99,"""50 - 249""","Los Angeles,",CA,https://clutch.co/profile/quest-global-technologies,http://questglt.com/,info@questglt.com,"
6614781207 ",
SolutionBuilt," $10,000+ ",5,$100 - $149,"""2 - 9""","Atlanta,",GA,https://clutch.co/profile/solutionbuilt,http://www.solutionbuilt.com/,info@solutionbuilt.com,"
678-809-2953 ",
Venture Aviator," $25,000+ ",4.9,$50 - $99,"""10 - 49""","New York,",NY,https://clutch.co/profile/venture-aviator,http://www.ventureaviator.com,info@ventureaviator.com,"
212.913.9746 ",
Tepia Co," $10,000+ ",4.9,$100 - $149,"""2 - 9""","Costa Mesa,",CA,https://clutch.co/profile/tepia-co,https://www.tepia.co/,abraham@tepia.co,"
714.699.4760 ",
Cygnet Infotech ," $100,000+ ",4.9,$50 - $99,"""250 - 999""","Ahmedabad,",None,https://clutch.co/profile/cygnet-infotech,https://www.cygnet-infotech.com/,inquiry@cygnetinfotech.com,"
+91-79-67124000 ",
Cumulations Technologies Pvt Ltd," $5,000+ ",4.9,< $25,"""10 - 49""","Bangalore,",None,https://clutch.co/profile/cumulations-technologies,https://www.cumulations.com/,sales@cumulations.com,"
9845825982 ",
Nolte," $25,000+ ",4.6,$100 - $149,"""10 - 49""","New York,",NY,https://clutch.co/profile/nolte,http://WeAreNolte.com,info@wearenolte.com,"
1.855.464.8269 ",
Artkai," $5,000+ ",4.7,$50 - $99,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/artkai,http://artkaidesign.com/,hello@artkaidesign.com,"
 ",
Peaktwo," $5,000+ ",5,$100 - $149,"""2 - 9""","Charlotte,",NC,https://clutch.co/profile/peaktwo,https://www.peaktwo.com,info@peaktwo.com,"
877.703.7325 ",
Icalia Labs," $5,000+ ",4.5,None,"""10 - 49""","Monterrey,",None,https://clutch.co/profile/icalia-labs,http://www.icalialabs.com,sales@icalialabs.com,"
 ",
FOONKIE MONKEY," $25,000+ ",4.8,$25 - $49,"""50 - 249""","BOGOT,",None,https://clutch.co/profile/foonkie-monkey,http://www.foonkiemonkey.co.uk,be_foonkie@foonkiemonkey.co.uk,"
+5712220373 ",
Roket," $10,000+ ",5,$100 - $149,"""2 - 9""","Pittsburgh,",PA,https://clutch.co/profile/roket,http://roketco.com,hello@roketco.com,"
412-444-4616 ",
Future Help Designs, Undisclosed,4.5,$100 - $149,"""10 - 49""","Pontiac,",MI,https://clutch.co/profile/future-help-designs,http://FutureHelpDesigns.com,ThePeople@FutureHelpDesigns.com,"
248.236.1495 ",
Lodoss Team," $25,000+ ",5,$25 - $49,"""10 - 49""","Saint Petersburg,",None,https://clutch.co/profile/lodoss-team,http://www.lodossteam.com/,hello@lodoss.team,"
+7(981) 824-12-52 ",
TechSuite," $5,000+ ",5,$50 - $99,"""10 - 49""","New York,",NY,https://clutch.co/profile/techsuite,http://techsuitenyc.com,contact@techsuitenyc.com,"
(800) 541 - 9074 ",
Machinery," $10,000+ ",5,$25 - $49,"""2 - 9""","Zagreb,",None,https://clutch.co/profile/machinery,http://www.machinery.agency/,lora.plesko@machinery.agency,"
 ",
IdeaPlunge Solutions LLP," $5,000+ ",5,$25 - $49,"""50 - 249""","Bangalore,",None,https://clutch.co/profile/ideaplunge-solutions-llp,http://ideaplunge.com/,talktous@ideaplunge.com,"
+91 8043709684 ",
Wow Labz, Undisclosed,4.8,$25 - $49,"""10 - 49""","Bangalore,",None,https://clutch.co/profile/wow-labz,http://www.wowlabz.com,contact@wowlabz.com,"
+91 98806 07050 ",
wildcard," $10,000+ ",5,$50 - $99,"""2 - 9""","New York,",NY,https://clutch.co/profile/wildcard,http://www.wildcard.nyc,naz@wildcard.nyc,"
9173550473 ",
"bromin7, Inc."," $10,000+ ",5,$50 - $99,"""10 - 49""","New York,",NY,https://clutch.co/profile/bromin7,https://bromin7.com,info@bromin7.com,"
(347)467-0826 ",
Cuberto," $25,000+ ",4.6,$50 - $99,"""10 - 49""","London,",None,https://clutch.co/profile/cuberto,http://www.cuberto.com/,info@cuberto.com,"
+44 203 769 1952 ",
Apptology Limited," $50,000+ ",5,$25 - $49,"""10 - 49""","London,",None,https://clutch.co/profile/apptology,https://apptology.co.uk,info@apptology.co.uk,"
+44 020 3744 3609 ",
AI Software LLC," $10,000+ ",5,$50 - $99,"""10 - 49""","Troy,",MI,https://clutch.co/profile/ai-software,http://www.aisoftwarellc.com,info@aisoftwarellc.com,"
248-268-2592 ",
Cyber-Duck," $25,000+ ",4.7,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/cyber-duck,https://www.cyber-duck.co.uk/?utm_source=directory&utm_medium=clutch,hello@cyber-duck.co.uk,"
+44.20.8953.0070 ",
Breakthrough Technologies," $10,000+ ",4.8,$100 - $149,"""10 - 49""","Evanston,",IL,https://clutch.co/profile/breakthrough-technologies,http://www.breaktech.com,solutions@breaktech.com,"
847.864.0033 ",
IWebDev, Undisclosed,4.8,$25 - $49,"""50 - 249""","Austin,",TX,https://clutch.co/profile/iwebdev,http://www.iwebdev.com,contact@iwebdev.com,"
512.394.8752 ",
Cynexis Media," $1,000+ ",4.6,$50 - $99,"""50 - 249""","Columbus ,",OH,https://clutch.co/profile/cynexis-media,https://www.cynexis.com/,hello@cynexis.com,"
(614) 763-5050 ",
Siclo," $10,000+ ",4.6,$25 - $49,"""10 - 49""","Ho Chi Minh City,",None,https://clutch.co/profile/siclo,http://www.siclo-mobile.com,business@siclo-mobile.com,"
 ",
Concepter," $1,000+ ",5,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/concepter,http://concepter.co,info@concepter.co,"
+1 (718) 473-0110 ",
Mautilus," $10,000+ ",4.5,$25 - $49,"""10 - 49""","Brno,",None,https://clutch.co/profile/mautilus,https://www.mautilus.com,sales@mautilus.com,"
+420 511 116 550 ",
Neufango Labs Pvt. Ltd.," $1,000+ ",5,$25 - $49,"""10 - 49""","Noida,",None,https://clutch.co/profile/neufango-labs,http://neufango.com/,sales@neufango.com,"
+ 91 - 9999812200 ",
Agicent," $5,000+ ",4.6,< $25,"""10 - 49""","Noida,",None,https://clutch.co/profile/mobile-app-development-company-agicent-technologies,https://www.agicent.com,sales@agicent.com,"
http://www.agicent.com ",
ITgenerator ," $5,000+ ",5,$25 - $49,"""10 - 49""","Pozna,",None,https://clutch.co/profile/itgenerator,http://www.itgenerator.com/mobile-app-development/,office@itgenerator.com,"
+48 730 244 444 ",
In'saneLab," $5,000+ ",5,$50 - $99,"""10 - 49""","Bethlehem ,",PA,https://clutch.co/profile/insanelab,http://insanelab.com,contact@insanelab.com,"
+1 (215) 422 3697 ",
B60," $25,000+ ",4.5,$150 - $199,"""10 - 49""","Leamington Spa,",None,https://clutch.co/profile/b60,http://www.b60apps.co.uk,hello@b60apps.co.uk,"
+44 121 405 0270 ",
kohactive," $25,000+ ",4.9,$100 - $149,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/kohactive,https://www.kohactive.com/?utm_source=clutch&utm_medium=sponsorship,hello@kohactive.com,"
312.883.8088 ",
Equaleyes Solutions Ltd. ," $10,000+ ",4.9,$50 - $99,"""10 - 49""","London,",None,https://clutch.co/profile/equaleyes-solutions,https://equaleyes.com/?c1,letsgo@equaleyes.com,"
+44 20 812 314 37 ",
Bright Inventions," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Gdask,",None,https://clutch.co/profile/bright-inventions,http://brightinventions.pl,info@brightinventions.pl,"
+48 695 934 555 ",
Cellaflora , Undisclosed,4.8,$150 - $199,"""2 - 9""","West Lafayette,",IN,https://clutch.co/profile/cellaflora,http://cellaflora.com,hello@cellaflora.com,"
 ",
NectarBits," $1,000+ ",5,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/nectarbits,http://www.nectarbits.com,nectarbits@gmail.com,"
+079 4032 6580 ",
Dolfn," $10,000+ ",5,$50 - $99,"""2 - 9""","Iasi,",None,https://clutch.co/profile/dolfn,http://dolfn.com/,tap@dolfn.com,"
+40 742 459 749  ",
Ingenia Agency," $10,000+ ",4.6,$25 - $49,"""50 - 249""","Mexico City,",None,https://clutch.co/profile/ingenia-agency,http://www.ingenia.com,info@ingenia.com,"
 ",
AB Mobile Apps, Undisclosed,5,None,"""2 - 9""","SEATTLE,",WA,https://clutch.co/profile/ab-mobile-apps,http://www.ABMobileApps.com,Info@ABMobileApps.com,"
866.882.2711 ",
Nickelfox," $10,000+ ",4.8,$50 - $99,"""10 - 49""","Noida,",None,https://clutch.co/profile/nickelfox,http://www.nickelfox.com,contact@nickelfox.com,"
+91 1204112305 ",
Wirestorm," $25,000+ ",4.9,$50 - $99,"""10 - 49""","San Francisco,",CA,https://clutch.co/profile/wirestorm,https://www.wirestorm.us/,info@wirestorm.us,"
+1 877-496-3311 ",
Minimum Inc.," $10,000+ ",5,$50 - $99,"""10 - 49""","Byron Bay,",None,https://clutch.co/profile/minimum,http://minimuminc.com/,alex@minimuminc.com,"
+61 452 586 624 ",
VerticalWave Solutions," $10,000+ ",5,$50 - $99,"""10 - 49""","Toronto,",None,https://clutch.co/profile/verticalwave-solutions,http://verticalhq.ca,contact@verticalhq.ca,"
4168202334 ",
Owlab Inc.," $5,000+ ",5,$25 - $49,"""10 - 49""","Poltava,",None,https://clutch.co/profile/owlab,http://owlab.group/,vitaliy@owlab.co,"
+380 (99) 968-10-53 ",
Pagepro," $5,000+ ",5,$25 - $49,"""10 - 49""","London,",None,https://clutch.co/profile/pagepro,http://pagepro.co,chris@pagepro.co,"
+44.7783.125260 ",
Onix-Systems, Undisclosed,4.8,$25 - $49,"""50 - 249""","Kirovohrad,",None,https://clutch.co/profile/onix-systems,http://onix-systems.com/,alexander.ivanchenko@onix-systems.com,"
+38(052) 236-11-72 ",
9magnets," $1,000+ ",5,$100 - $149,"""2 - 9""","Valparaiso,",IN,https://clutch.co/profile/9magnets,http://9magnets.com,contact@9magnets.com,"
219.688.9924 ",
Achievion Solutions," $10,000+ ",5,$50 - $99,"""10 - 49""","McLean,",VA,https://clutch.co/profile/achievion-solutions,http://achievion.com,solutions@achievion.com,"
703.909.0547 ",
VTRiO Solutions," $10,000+ ",4.9,< $25,"""50 - 249""","Austin,",TX,https://clutch.co/profile/vtrio-solutions,http://www.vtrio.com,ace@vtrio.com,"
5127829964 ",
Arvaan Technolab ," $1,000+ ",4.9,< $25,"""10 - 49""","Ahmedabad,",None,https://clutch.co/profile/arvaan-technolab,http://www.arvaantechnolab.com/,priyank@arvaantechnolab.com,"
9825603830 ",
Flexaspect," $5,000+ ",4.9,$25 - $49,"""10 - 49""","Bellevue,",WA,https://clutch.co/profile/flexaspect,https://www.flexaspect.com/?utm_source=clutch&utm_medium=referral,hi@flexaspect.com,"
+1-425-247-0867 ",
SoftProdigy," $5,000+ ",4.9,< $25,"""50 - 249""","Budd Lake,",NJ,https://clutch.co/profile/softprodigy,https://www.softprodigy.com,provider@softprodigy.com,"
866-235-9128 ",
GoodWorkLabs," $5,000+ ",4.8,$50 - $99,"""50 - 249""","Bangalore,",None,https://clutch.co/profile/goodworklabs,http://www.goodworklabs.com,contact@goodworklabs.com,"
+917676707700 ",
PopcornApps, Undisclosed,4.3,$100 - $149,"""250 - 999""","Fremont,",CA,https://clutch.co/profile/popcornapps,http://www.popcornapps.com,info@popcornapps.com,"
5105099934 ",
"2Coders Studio, S.L.", Undisclosed,5,$50 - $99,"""2 - 9""","Las Palmas de Gran Canaria,",None,https://clutch.co/profile/2coders-studio-sl,http://www.2coders.com,info@2coders.com,"
+34928459585 ",
Mobulous Technologies ," $1,000+ ",4.5,< $25,"""10 - 49""","Noida,",None,https://clutch.co/profile/mobulous-technologies,http://www.mobulous.com,sales@mobulous.com,"
91.9650.100.411 ",
Attrecto Smartphone Solutions, Undisclosed,4.5,None,"""50 - 249""","Gyr 9024,",None,https://clutch.co/profile/attrecto-smartphone-solutions,http://www.attrecto.com,mark.engelhardt@attrecto.com,"
 ",
Siberian.pro LLC," $10,000+ ",5,$25 - $49,"""10 - 49""","Novosibirsk,",None,https://clutch.co/profile/siberianpro,https://siberian.pro/en/,sales@siberian.pro,"
 ",
SemiDot Infotech ," $5,000+ ",4.8,< $25,"""10 - 49""","Boulder,",CO,https://clutch.co/profile/semidot-infotech,https://semidotinfotech.com/,hello@semidotinfotech.com,"
+1-303-325-3863 ",
"Dot Com Development, LLC"," $25,000+ ",4.8,$50 - $99,"""10 - 49""","Scottsdale,",AZ,https://clutch.co/profile/dot-com-development,http://dotcomdevelopment.net,hello@dotcomdevelopment.net,"
(877) 755-9934 ",
Cubix.," $25,000+ ",4.9,$25 - $49,"""50 - 249""","Washington,",DC,https://clutch.co/profile/cubix,https://www.cubix.co/site/game-app-development?camp=clutch&source=clutch,info@cubix.co,"
866.978.2220 ",
DevCom," $5,000+ ",4.9,$25 - $49,"""50 - 249""","Lviv,",None,https://clutch.co/profile/devcom,http://devcom.com,sales@devcom.com,"
+380 322 444077 ",
Kamino," $10,000+ ",4.9,$50 - $99,"""10 - 49""","Ljubljana,",None,https://clutch.co/profile/kamino,http://www.kamino.si,hello@kamino.si,"
+38651315228 ",
Ghost Lab," $10,000+ ",5,$100 - $149,"""10 - 49""","Columbus,",OH,https://clutch.co/profile/ghost-lab,http://www.ghostlab.io,hello@ghostlab.io,"
6143446785 ",
Web Factory LLC," $5,000+ ",5,$25 - $49,"""10 - 49""","Skopje,",None,https://clutch.co/profile/web-factory,http://webfactory.mk,info@webfactory.mk,"
+389 2 3133-444 ",
"DS Xpress, Inc."," $5,000+ ",4.7,$50 - $99,"""10 - 49""","Aventura,",FL,https://clutch.co/profile/ds-xpress,http://www.dsxpress.com,info@dsxpress.com,"
3053005224 ",
Dowell, Undisclosed,4.8,$25 - $49,"""10 - 49""","Odesa,",None,https://clutch.co/profile/dowell,http://dowell.com.ua/en/,v.lyashenko@dowell.com.ua,"
+380987029084 ",
FiveDotTwelve ," $1,000+ ",4.9,$50 - $99,"""10 - 49""","d,",None,https://clutch.co/profile/fivedottwelve,http://fivedottwelve.com,office@fivedottwelve.com,"
+48693309429 ",
Dark Bears," $5,000+ ",5,< $25,"""50 - 249""","Jaipur,",None,https://clutch.co/profile/dark-bears,http://www.darkbears.com,info@dbwebsolutions.com,"
0141-4116268 ",
Atlasopen," $5,000+ ",4.9,$100 - $149,"""2 - 9""","Melbourne,",None,https://clutch.co/profile/atlasopen,https://www.atlasopen.com/,info@atlasopen.com,"
0450337299 ",
RIKSOF (Private) Limited, Undisclosed,5,< $25,"""10 - 49""",None,None,https://clutch.co/profile/riksof-private,http://www.riksof.com/#!,sales@riksof.com,"
 ",
Logicspice Consultancy Pvt Ltd.," $5,000+ ",5,< $25,"""10 - 49""","Jaipur,",None,https://clutch.co/profile/logicspice-consultancy,https://www.logicspice.com/,info@logicspice.com,"
+91-141-4021056 ",
iMOBDEV Technologies Pvt Ltd, Undisclosed,5,< $25,"""50 - 249""","Ahmedabad,",None,https://clutch.co/profile/imobdev-technologies-1,http://www.imobdevtech.com,sales@imobdevtech.com,"
91.815.506.3838 ",
Synergo Group, Undisclosed,4.8,$25 - $49,"""10 - 49""","Toronto,",None,https://clutch.co/profile/synergo-group,http://synergogroup.net/,info@synergogroup.net,"
+1 (647) 560-4412 ",
Whitescape, Undisclosed,5,$50 - $99,"""10 - 49""","Tallin,",None,https://clutch.co/profile/whitescape,http://whitescape.com,hello@whitescape.com,"
+372 5645 0265 ",
Bedouin, Undisclosed,5,$100 - $149,"""10 - 49""","Waterloo,",None,https://clutch.co/profile/bedouin,http://www.bedouin.com,hello@bedouin.com,"
1.844.823.3684 ",
Elinext," $5,000+ ",5,$25 - $49,"""50 - 249""","New York,",NY,https://clutch.co/profile/elinext,https://www.elinext.com/,info@elinext.com,"
+1 (516) 393 5818 ",
IntexSoft, Undisclosed,4.7,$25 - $49,"""50 - 249""","Grodno,",None,https://clutch.co/profile/intexsoft,http://www.intexsoft.com,valentina.zhuk@intexsoft.com,"
+375 152 55 05 55 ",
mintensive," $25,000+ ",5,$100 - $149,"""2 - 9""","London,",None,https://clutch.co/profile/mintensive,http://mintensive.com,hello@mintensive.com,"
+44 74 9189 1002 ",
Synsoft Global," $5,000+ ",4.8,$25 - $49,"""50 - 249""","INDORE,",None,https://clutch.co/profile/synsoft-global,http://synsoftglobal.com,sales@synsoftglobal.com,"
91 731 6612120 ",
Priotix," $10,000+ ",5,$25 - $49,"""50 - 249""","Yerevan,",None,https://clutch.co/profile/priotix,http://priotix.com,hello@priotix.com,"
+37499400410 ",
Blue Rocket," $100,000+ ",4.5,$150 - $199,"""50 - 249""","San Francisco,",CA,https://clutch.co/profile/blue-rocket,http://www.bluerocket.us/,inquiries@bluerocket.us,"
415.638.9757 ",
Arkenea Inc," $25,000+ ",4.7,$50 - $99,"""10 - 49""","Carrollton,",TX,https://clutch.co/profile/arkenea,https://arkenea.com,sales@arkenea.com,"
(214) 253-9061 ",
