Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Nordeus," $10,000+ ",None,$100 - $149,"""50 - 249""","Belgrade,",None,https://clutch.co/profile/nordeus,https://nordeus.com/,,"
 "
Virtalis," $10,000+ ",None,$100 - $149,"""50 - 249""","Sale, Cheshire,",None,https://clutch.co/profile/virtalis,https://www.virtalis.com/,info@virtalis.com,"
+44 (0)161 969 1155 "
Virtualware," $10,000+ ",None,$25 - $49,"""50 - 249""","Madrid,",None,https://clutch.co/profile/virtualware,http://virtualwaregroup.com/,info@virtualwaregroup.com,"
34.946.452.130 "
nDreams," $10,000+ ",None,$100 - $149,"""50 - 249""","Farnborough,",None,https://clutch.co/profile/ndreams,http://www.ndreams.com/,enquiries@ndreams.com,"
 "
Zero Light," $10,000+ ",None,$100 - $149,"""50 - 249""","Newcastle upon Tyne,",None,https://clutch.co/profile/zero-light,https://zerolight.com/,info@zerolight.com,"
+44 (0) 191 485 0505 "
Felix & Paul Studios," $5,000+ ",None,$100 - $149,"""50 - 249""","Montreal,",None,https://clutch.co/profile/felix-paul-studios,http://www.felixandpaul.com/?projects%2Fintro,everyone@felixandpaul.com,"
+1.514.331.7001 "
Archiact," $10,000+ ",None,$50 - $99,"""50 - 249""","Vancouver,",None,https://clutch.co/profile/archiact,https://www.archiactvr.com/,admin@archiactvr.com,"
 "
Eipix Entertainment," $10,000+ ",None,$100 - $149,"""50 - 249""","Novi Sad,",None,https://clutch.co/profile/eipix-entertainment,http://eipix.com/,office@eipix.com,"
 "
Mad Head Games," $10,000+ ",None,$50 - $99,"""50 - 249""","Novi Sad,",None,https://clutch.co/profile/mad-head-games,https://www.madheadgames.com/,contact@madheadgames.com,"
 "
Outsoft," $1,000+ ",None,$25 - $49,"""50 - 249"""," Knoxville,",TN,https://clutch.co/profile/outsoft-0,http://outsoft.com,hi@outsoft.com,"
+1 865 282 4302 "
KARE Design," $10,000+ ",None,$100 - $149,"""10 - 49""","Riga,",None,https://clutch.co/profile/kare-design,https://www.kare-design.com/lv/en/3d-roomdesigner-app/,kare@alandeko.com,"
+00371.67457141 "
Force Field VR," $10,000+ ",None,$100 - $149,"""50 - 249""","Amsterdam,",None,https://clutch.co/profile/force-field-vr,https://forcefieldvr.com/,info@forcefieldvr.com,"
+31.020.707.6842 "
Banuba," $10,000+ ",None,$100 - $149,"""50 - 249""","Minsk,",None,https://clutch.co/profile/banuba,https://banuba.com,,"
 "
WorldViz," $10,000+ ",None,$100 - $149,"""10 - 49""","Santa Barbara,",CA,https://clutch.co/profile/worldviz,http://www.worldviz.com/,sales@worldviz.com,"
888.841.3416 "
Bandara," $10,000+ ",None,$100 - $149,"""50 - 249""","Zrich,",None,https://clutch.co/profile/bandara,https://www.bandara.ch/,info@bandara.ch,"
+41 445.081.552 "
Visualise VR," $10,000+ ",None,$50 - $99,"""10 - 49""","London,",None,https://clutch.co/profile/visualise-vr,http://visualise.com/,hello@visualise.com,"
+44.20.7636.6992 "
Aetsoft," $10,000+ ",None,$100 - $149,"""50 - 249""","Minsk,",None,https://clutch.co/profile/aetsoft,https://aetsoft.by,e.samedova@aetsoft.by,"
+375.25.549.42.41 "
Altabel Group," $10,000+ ",None,$100 - $149,"""50 - 249""","Vilnius,",None,https://clutch.co/profile/altabel-group,http://www.altabel.com,contact@altabel.com,"
+370 521.412.37 "
yellowBird," $10,000+ ",None,$100 - $149,"""10 - 49""","Groningen,",None,https://clutch.co/profile/yellowbird,http://yellowbirdsdonthavewingsbuttheyflytomakeyouexperiencea3dreality.com/,requests@yb.nl,"
+31.050.822.2822 "
Visage Technologies AB," $1,000+ ",None,$25 - $49,"""10 - 49""","Linkping,",None,https://clutch.co/profile/visage-technologies-ab,http://visagetechnologies.com/,info@visagetechnologies.com,"
+46 8 559 22 786 "
VIVA Creative," $10,000+ ",None,$100 - $149,"""50 - 249""","Rockville,",MD,https://clutch.co/profile/viva-creative,http://vivavrstudios.com,contact@vivacreative.com,"
301.670.9700 "
Here Be Dragons," $10,000+ ",None,$100 - $149,"""10 - 49""","Los Angeles,",CA,https://clutch.co/profile/here-be-dragons,http://dragons.org/,hello@dragons.org,"
323.817.3300 "
BRAINZ.cz," $5,000+ ",None,$50 - $99,"""10 - 49""","Praha 2,",None,https://clutch.co/profile/brainzcz,http://brainz.cz/,info@brainz.cz,"
+420.777.716.323 "
3dar," $10,000+ ",None,$100 - $149,"""10 - 49""","Imperial Beach,",CA,https://clutch.co/profile/3dar,http://www.3dar.com/,info@3dar.com,"
619.370.6337 "
GenX Technologies," $5,000+ ",None,< $25,"""2 - 9""","Pune,",None,https://clutch.co/profile/genx-technologies,http://www.genxhq.com,rohit@genxhq.com,"
+919405273007 "
Llama Zoo," $10,000+ ",None,$50 - $99,"""10 - 49""","Victoria,",None,https://clutch.co/profile/llama-zoo,https://www.llamazoo.com/about-us/,hello@llamazoo.com,"
250.483.3214 "
Virtual Viewing," $10,000+ ",None,$150 - $199,"""10 - 49""","Milton Keynes ,",None,https://clutch.co/profile/virtual-viewing,http://www.virtualviewing.co.uk/,vega.sims@virtualviewing.co.uk,"
44.1908.930.300 "
Trigger ," $1,000+ ",None,$100 - $149,"""10 - 49""","Los Angeles,",CA,https://clutch.co/profile/trigger-0,http://triggerglobal.com/,info@triggerglobal.com,"
310.921.7070 "
Trick3D," $5,000+ ",None,$100 - $149,"""10 - 49""","Atlanta,",GA,https://clutch.co/profile/trick3d,http://trick3d.com/,info@trick3d.com,"
+1.800.350.5910 "
INDE, Undisclosed,None,None,"""10 - 49""","Northampton,",None,https://clutch.co/profile/inde,http://www.indestry.com,hello@indestry.com,"
 "
Gravity Jack, Undisclosed,None,None,"""10 - 49""","Liberty Lake,",WA,https://clutch.co/profile/gravity-jack,https://gravityjack.com/,hello@gravityjack.com,"
 "
Studio216, Undisclosed,None,None,"""10 - 49""","Seattle,",WA,https://clutch.co/profile/studio216,http://studio216.com,INFO@STUDIO216.COM,"
2062121631 "
HappyGiant," $25,000+ ",None,None,"""10 - 49""","Conway,",MA,https://clutch.co/profile/happygiant,http://www.happygiant.com,info@happygiant.com,"
 "
ARLOOPA - Augmented and Virtual Reality ," $10,000+ ",None,$50 - $99,"""10 - 49""","Yerevan,",None,https://clutch.co/profile/arloopa-augmented-virtual-reality,http://arloopa.com/,arloopa@arloopa.com,"
+374 10 544311 "
vismedia.agency," $10,000+ ",None,$150 - $199,"""10 - 49""","London,",None,https://clutch.co/profile/vismediaagency,https://vismedia.agency/,hello@vismedia.agency,"
+44.207.613.2555 "
V-Cult, Undisclosed,None,$200 - $300,"""10 - 49""","Lille,",None,https://clutch.co/profile/v-cult,https://www.v-cult.com,contact@v-cult.com,"
 "
GlobalVision 360," $10,000+ ",None,$100 - $149,"""10 - 49""","Chtelaine,",None,https://clutch.co/profile/globalvision-360%C2%B0,https://globalvision.ch/en/home-page/,info@globalvision.ch,"
+41 022.796.9076 "
Innerspace VR," $10,000+ ",None,$100 - $149,"""10 - 49""","Paris,",None,https://clutch.co/profile/innerspace-vr,http://www.innerspacevr.com,contact@innerspacevr.com,"
 "
Nedd," $10,000+ ",None,$100 - $149,"""10 - 49""","Paris,",None,https://clutch.co/profile/nedd-0,http://nedd.me,hello@nedd.me,"
+33 (0)7 79 46 92 74 "
Wemersive," $10,000+ ",None,$100 - $149,"""10 - 49""","Los Angeles,",CA,https://clutch.co/profile/wemersive,http://wemersive.com/index.html,info@wemersive.com,"
702.937.3461 "
inMediaStudio," $10,000+ ",None,$100 - $149,"""10 - 49""","Alcobendas,",None,https://clutch.co/profile/inmediastudio,http://inmediastudio.com/en/,info@inmediastudio.es,"
+34.91.657.31.70 "
SteamRoll East," $1,000+ ",None,$25 - $49,"""50 - 249""","Buffalo,",WY,https://clutch.co/profile/steamroll-east,http://www.steamrolleaststudio.com,lisalu@steamrolleaststudio.com,"
+1 307 278 7083 "
DIVR LABS sro," $5,000+ ",None,$50 - $99,"""10 - 49"""," Prague,",None,https://clutch.co/profile/divr-labs-sro,https://divrlabs.com/en/,lukas.burda@divrlabs.com,"
+420.734.743.344 "
Apache," $10,000+ ",None,$50 - $99,"""10 - 49""","St Albans,",None,https://clutch.co/profile/apache,http://apache.co.uk/,hello@apache.co.uk,"
44.0.1707.274903 "
Future Technologies," $10,000+ ",None,$25 - $49,"""50 - 249""","Dubai,",None,https://clutch.co/profile/future-technologies,http://future-technologies.ae,info@future-technologies.ae,"
 "
Mondly," $5,000+ ",None,$100 - $149,"""10 - 49""","Braov,",None,https://clutch.co/profile/mondly,https://www.mondly.com/,,"
+40.733.969.116 "
WeMakeVR.com," $10,000+ ",None,$100 - $149,"""10 - 49""","Amsterdam,",None,https://clutch.co/profile/wemakevrcom,http://wemakevr.com/,hello@wemakevr.com,"
+31.20.775.33.33 "
SunnyBoy Entertainment," $10,000+ ",None,$100 - $149,"""10 - 49""","Pasadena,",CA,https://clutch.co/profile/sunnyboy-entertainment,https://sunnyboyentertainment.com/,contact@syenyboyentertaitaint.com,"
626.356.9020 "
Viur," $5,000+ ",None,$25 - $49,"""50 - 249""","Mexico City,",None,https://clutch.co/profile/viur,http://viur.net,info@viur.net,"
+52 55 5256 0893 "
Forma Disseny," $5,000+ ",None,$25 - $49,"""10 - 49""","Barcelona,",None,https://clutch.co/profile/forma-disseny,http://www.formadisseny.com/,info@formadisseny.com,"
(+34) 931 19 00 17 "
Whodat," $10,000+ ",None,$150 - $199,"""10 - 49""","Bangalore,",None,https://clutch.co/profile/whodat,http://whodat.in/,info@whodat.in,"
+91.806.565.9596 "
Pocket Sized Hands," $25,000+ ",None,$50 - $99,"""10 - 49""","Dundee,",None,https://clutch.co/profile/pocket-sized-hands,https://pocketsizedhands.com/,info@pocketsizedhands.com,"
07716210634 "
Balti Virtual," $5,000+ ",None,$25 - $49,"""10 - 49""","Baltimore,",MD,https://clutch.co/profile/balti-virtual,http://www.baltivirtual.com/,hello@baltivirtual.com,"
+1.620.433.9455 "
BigLook360, Undisclosed,None,None,"""10 - 49""","Dallas,",None,https://clutch.co/profile/biglook360,http://www.biglook360.com,info@biglook360.com,"
214.459.4020 "
Immersive Gaze - Augmented Reality Services," $5,000+ ",None,$25 - $49,"""50 - 249""","Chennai,",None,https://clutch.co/profile/immersive-gaze-augmented-reality-services,http://immersivegaze.com/,sales@immersivegaze.com,"
+91 44 42889000 "
Wide Wings," $10,000+ ",None,$100 - $149,"""10 - 49""","Vilnius,",None,https://clutch.co/profile/wide-wings,http://www.widewings.eu/,info@widewings.eu,"
+370 652.200.28 "
MPC," $10,000+ ",None,$50 - $99,"""2 - 9""","Soho,",None,https://clutch.co/profile/mpc,http://www.moving-picture.com/about-mpc/,,"
44.0.20.7434.3100 "
Brightline Interactive, Undisclosed,None,None,"""10 - 49""","Alexandria,",VA,https://clutch.co/profile/brightline-interactive,http://www.brightlineinteractive.com,sophia@brightlinei@brhiative.com,"
703.348.9898 "
Surround Vision," $10,000+ ",None,$100 - $149,"""10 - 49""","London,",None,https://clutch.co/profile/surround-vision,http://surroundvision.co.uk/,info@surroundvision.co.uk,"
+44.203.355.4045 "
Mandt Media," $10,000+ ",None,$100 - $149,"""10 - 49""","Los Angeles,",CA,https://clutch.co/profile/mandt-media,https://www.mandt.com/,partnerships@mandt.com,"
323.466.6600 "
Wion," $5,000+ ",None,$25 - $49,"""10 - 49""","Barcelona,",None,https://clutch.co/profile/wion,http://www.zinktop.com,info@zinktop.com,"
(+34) 691482430 "
TwoReality," $5,000+ ",None,$25 - $49,"""10 - 49""","Barcelona,",None,https://clutch.co/profile/tworeality,https://www.tworeality.com/,info@tworeality.com,"
(+34) 932 508 082 "
MetaVRse," $10,000+ ",None,$50 - $99,"""10 - 49""","Toronto,",None,https://clutch.co/profile/metavrse,http://metavrse.com/,info@metavrse.com,"
 "
PBRDigital," $5,000+ ",None,$50 - $99,"""10 - 49""","Hranice ,",None,https://clutch.co/profile/pbrdigital,https://panoboard.cz/,info@panoboard.cz,"
+420.720.020.158 "
Illusion Walk," $10,000+ ",None,$100 - $149,"""10 - 49""","Berlin,",None,https://clutch.co/profile/illusion-walk,https://www.illusion-walk.com/,mail@illusion-walk.com,"
+49.307.554.0268 "
Inflight VR Software GmbH," $10,000+ ",None,$100 - $149,"""10 - 49""","Catalua,",None,https://clutch.co/profile/inflight-vr-software-gmbh,https://www.inflight-vr.com/,moritz@inflight-vr.com,"
 "
Art Rebel 9," $10,000+ ",None,$100 - $149,"""10 - 49""","Ljubljana,",None,https://clutch.co/profile/art-rebel-9,http://artrebel9.com/,info@artrebel9.com,"
386 (0) 1 236 16 80 "
Codemodeon," $10,000+ ",None,$100 - $149,"""10 - 49"""," stanbul,",None,https://clutch.co/profile/codemodeon,http://codemodeon.com/,info@codemodeon.com,"
+90 2122.160.095 "
VISR VR," $10,000+ ",None,$50 - $99,"""10 - 49""","HULL ,",None,https://clutch.co/profile/visr-vr,https://www.visr-vr.com/,intouch@visr-vr.com,"
+44 (0)1482 464 943 "
SOLID WHITE design & digital media GmbH," $5,000+ ",None,$100 - $149,"""10 - 49""","Stuttgart,",None,https://clutch.co/profile/solid-white-design-digital-media-gmbh,https://www.solidwhite.de/,contact@solidwhite.de,"
+49.0.711.400.543.0 "
Criffin," $5,000+ ",None,$100 - $149,"""10 - 49""","Tallinn,",None,https://clutch.co/profile/criffin,https://criffin.com/,info@criffin.com,"
+1.855.539.0029 "
IMAGINE360," $5,000+ ",None,$100 - $149,"""10 - 49""","Montral,",None,https://clutch.co/profile/imagine360,http://www.imagine360.marketing/,hello@imagine360.marketing,"
+1.888.360.3633 "
Stargate Media," $10,000+ ",None,$100 - $149,"""10 - 49""","Oslo,",None,https://clutch.co/profile/stargate-media,http://stargatemedia.no/,post@stargatemedia.no,"
+47.091.384.849 "
Scopic," $10,000+ ",None,$100 - $149,"""10 - 49""","Amsterdam,",None,https://clutch.co/profile/scopic,http://scopic.nl/contact/,info@scopic.nl,"
+31.62.434.3765 "
Zoan," $10,000+ ",None,$100 - $149,"""10 - 49""","Los Angeles,",CA,https://clutch.co/profile/zoan,http://zoan.io/,miikka.rosendahl@zoan.fi,"
1.818.452.5360 "
LuminaMotion," $5,000+ ",None,$25 - $49,"""10 - 49""","Santiago,",None,https://clutch.co/profile/luminamotion,http://www.luminamotion.com/,info@luminamotion.com,"
(+562)2 24-62-119 "
Lightweave," $5,000+ ",None,$100 - $149,"""10 - 49""","Brisbane,",None,https://clutch.co/profile/lightweave,https://lightweave.co/,hello@lightweave.co,"
+61.1300.411.350 "
Kiyany Media," $10,000+ ",None,$100 - $149,"""10 - 49""","Dubai,",None,https://clutch.co/profile/kiyany-media,http://www.kiyany.com,info@kiyany.com,"
+97.150.653.8855 "
Ideas Studio," $10,000+ ",None,$100 - $149,"""10 - 49""","Minsk,",None,https://clutch.co/profile/ideas-studio,https://www.idst.eu/,ideas.studio78@gmail.com,"
+375.29.786.68.68 "
Puntilla Films," $10,000+ ",None,$100 - $149,"""10 - 49""","Miami,",FL,https://clutch.co/profile/puntilla-films,http://www.puntillafilms.com/,contact@puntillafilms.com,"
786.763.0187 "
VRtisan," $10,000+ ",None,$100 - $149,"""2 - 9""","London,",None,https://clutch.co/profile/vrtisan,http://www.vrtisan.co.uk/,hello@vrtisan.co.uk,"
+44.208.133.7792 "
The Virtual Dutch Men," $10,000+ ",None,$100 - $149,"""10 - 49""","Almelo,",None,https://clutch.co/profile/virtual-dutch-men,https://thevirtualdutchmen.com/,info@virtualdutchmen.com,"
+31.054.657.3533 "
The Awesome Game Studio," $10,000+ ",None,$100 - $149,"""10 - 49""","Fremont,",CA,https://clutch.co/profile/awesome-game-studio,http://theawesomegamestudio.com,info@theawesomegamestudio.com,"
+91 40 6999 2230 "
Re:reation," $5,000+ ",None,$100 - $149,"""10 - 49""","Tallinn,",None,https://clutch.co/profile/rereation,https://recreation.ee/,info@recreation.ee,"
 "
Mbryonic," $10,000+ ",None,$50 - $99,"""2 - 9""","Haggerston ,",None,https://clutch.co/profile/mbryonic,http://mbryonic.com/,tom@mbryonic.com,"
 "
Spectre," $10,000+ ",None,$150 - $199,"""10 - 49""","Southampton,",None,https://clutch.co/profile/spectre,http://www.wearespectre.com/,hello@wearespectre.com,"
+44.023.8202.1370 "
VR/AR Association," $5,000+ ",None,$100 - $149,"""2 - 9""",None,None,https://clutch.co/profile/vrar-association,http://www.thevrara.com/romania,info@thevrara.com,"
 "
Wasd Studio," $5,000+ ",None,$25 - $49,"""10 - 49""","Mexico City,",None,https://clutch.co/profile/wasd-studio,http://wasdstudio.com/,info@wasdstudio.com,"
(+52) 55 1107 8694 "
Avangarde Software," $5,000+ ",None,$100 - $149,"""10 - 49""","Cluj-Napoca,",None,https://clutch.co/profile/avangarde-software,https://avangarde-software.com/,contact@avangarde-software.com,"
+40.374.900.200 "
Virtual Lab," $1,000+ ",None,$100 - $149,"""10 - 49""","Boston,",MA,https://clutch.co/profile/virtual-lab,http://virtualabvr.com/,info@virtualabvr.com,"
+1.617.925.7938 "
App Mechanic," $1,000+ ",None,< $25,"""10 - 49""","Mohali,",None,https://clutch.co/profile/app-mechanic,http://www.appmechanic.in,info.appmechanic@gmail.com,"
0172 473 0355 "
MEGO," $5,000+ ",None,$25 - $49,"""2 - 9""","Santiago,",None,https://clutch.co/profile/mego,https://mego.cl/,press@mego.cl,"
(+56) 2 2979 1119 "
metanoia VR," $5,000+ ",None,$100 - $149,"""10 - 49""","Bnei Brak,",None,https://clutch.co/profile/metanoia-vr,http://metanoiavr.com/,hi@mtnint.com,"
072.2217155 "
stYpe," $1,000+ ",None,$25 - $49,"""2 - 9""","Zagreb,",None,https://clutch.co/profile/stype,http://www.stypegrip.com,info@stypegrip.com,"
 "
30 Ninjas," $10,000+ ",None,$100 - $149,"""2 - 9""","New York,",NY,https://clutch.co/profile/30-ninjas,http://www.30ninjas.com/,30ninjasproduction@gmail.com,"
347.439.0489 "
VR Tigers," $10,000+ ",None,$25 - $49,"""10 - 49""","Odesa,",None,https://clutch.co/profile/vr-tigers,http://vr-tigers.com/,info@vr-tigers.com,"
 "
Surreal Factory," $5,000+ ",None,$25 - $49,"""10 - 49""","Mexico City,",None,https://clutch.co/profile/surreal-factory,https://clutch.co/3dstudio%40surrealfactory3d.com,3dstudio@surrealfactory3d.com,"
[emailprotected] "
Otherworld," $10,000+ ",None,$100 - $149,"""2 - 9""","Culver City,",CA,https://clutch.co/profile/otherworld,http://otherworldinteractive.com/,,"
424.351.8245 "
Uni-Bit Studio inc," $5,000+ ",None,$25 - $49,"""10 - 49""","Kyiv,",None,https://clutch.co/profile/uni-bit-studio,http://www.uni-bit.com,alina.kaftanova@gmail.com,"
+380671866944 "
Augnite," $10,000+ ",None,$50 - $99,"""10 - 49""","Dundee ,",None,https://clutch.co/profile/augnite,https://www.augnite.com/,info@augnite.com,"
 "
DreamVR," $10,000+ ",None,$25 - $49,"""10 - 49""","Tver,",None,https://clutch.co/profile/dreamvr,http://dreamvr.pro,hello@dreamvr.pro,"
 "
LookInAr," $1,000+ ",None,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/lookinar,http://lookinar.com,ar@lookinar.com,"
+38(044) 359 01 05 "
Masthead Studios," $10,000+ ",None,$100 - $149,"""2 - 9""","Sofia,",None,https://clutch.co/profile/masthead-studios,http://mastheadstudios.com/,info@mastheadstudios.net,"
+359.887.485.646 "
Extality," $100,000+ ",None,$150 - $199,"""10 - 49""",None,None,https://clutch.co/profile/extality,http://www.extality.com,contact@extality.com,"
 "
Positron," $10,000+ ",None,$100 - $149,"""2 - 9""","Glendale,",CA,https://clutch.co/profile/positron,http://www.gopositron.com/,info@gopositron.com,"
818.275.1275 "
Triggar," $10,000+ ",None,$100 - $149,"""2 - 9""","Surry Hills,",None,https://clutch.co/profile/triggar,https://www.triggar.com.au/,,"
+61 418 210 820 "
ByOwls VR Design Studio," $1,000+ ",None,$25 - $49,"""10 - 49""","Kiev,",None,https://clutch.co/profile/byowls-vr-design-studio,https://vrdesign.site/,info@vrdesign.site,"
+380505605616 "
SimWave Consulting," $10,000+ ",None,$50 - $99,"""2 - 9""","Ottawa,",None,https://clutch.co/profile/simwave-consulting,http://www.simwave.ca/,info@simwave.ca,"
1.613.216.2300 "
VFX Serbia," $10,000+ ",None,$100 - $149,"""2 - 9""","Belgrade,",None,https://clutch.co/profile/vfx-serbia,https://vfxserbia.com/about/,admin@vfxserbia.com,"
 "
Avatarico," $5,000+ ",None,< $25,"""10 - 49""",None,None,https://clutch.co/profile/avatarico,https://avatarico.com,info@avatarico.com,"
 "
Signal Space Lab," $5,000+ ",None,$50 - $99,"""10 - 49""","Montreal,",None,https://clutch.co/profile/signal-space-lab,http://www.signalspacelab.com,info@signalspacelab.com,"
+1 (514) 321 9980 "
Visual VR," $10,000+ ",None,$100 - $149,"""2 - 9""","Minneapolis,",MN,https://clutch.co/profile/visual-vr,http://www.visualisgood.com/,hello@visualisgood.com,"
612.810.8257 "
Spartans AI Ltd," $10,000+ ",None,$50 - $99,"""10 - 49""","Tel Aviv,",None,https://clutch.co/profile/spartans-ai,https://www.spartans.tech,contact@spartans.tech,"
+972 72 2237180 "
Innoarea Projects," $10,000+ ",None,$100 - $149,"""2 - 9""","Valencia,",None,https://clutch.co/profile/innoarea-projects,http://www.innoarea.com/,info@innoarea.com,"
+34 963.696.486 "
Estudiofuture," $10,000+ ",None,$100 - $149,"""2 - 9""","Madrid,",None,https://clutch.co/profile/estudiofuture,http://estudiofuture.com/,info@estudiofuture.com,"
+34.910.512.907 "
divIT," $1,000+ ",None,$25 - $49,"""2 - 9""","Hrvatini, Istarska,",None,https://clutch.co/profile/divit,http://divit.hr/,info@divit.hr,"
+385 98 511 155 "
Light Sail VR," $10,000+ ",None,$100 - $149,"""2 - 9""","Los Angeles,",CA,https://clutch.co/profile/light-sail-vr,http://www.lightsailvr.com/,info@lightsailvr.com,"
323.761.2415 "
Visual Method," $10,000+ ",None,$150 - $199,"""10 - 49""","Manchester,",None,https://clutch.co/profile/visual-method,http://www.visual-method.com/,hello@visual-method.com,"
+44 (0) 161 211 5421 "
Quark VR," $10,000+ ",None,$100 - $149,"""2 - 9""","Sofia,",None,https://clutch.co/profile/quark-vr,https://www.quarkvr.io/,office@intugame.com,"
 "
Shadow Factory , Undisclosed,None,None,"""10 - 49""","Hong Kong ,",None,https://clutch.co/profile/shadow-factory,http://www.shadowfactory.io,vr@shadowfactory.io,"
 "
Derooted," $10,000+ ",None,$150 - $199,"""2 - 9""","Toronto,",None,https://clutch.co/profile/derooted,http://derooted.com/,info@derooted.com,"
+1.416.596.9222 "
5th Wall Agency," $10,000+ ",None,$50 - $99,"""10 - 49""","Montreal,",None,https://clutch.co/profile/5th-wall-agency,https://5thwall.agency/,hello@5thwall.agency,"
+1.514.360.0125 "
uForis VR," $10,000+ ",None,$50 - $99,"""2 - 9""","Vancouver,",None,https://clutch.co/profile/uforis-vr,http://www.uforis.com/,,"
 "
Illutio," $5,000+ ",None,$25 - $49,"""2 - 9""","Mexico City,",None,https://clutch.co/profile/illutio,http://www.illut.io/,info@ilut.io,"
(+52) 55 8526 2143 "
Riverstudios," $1,000+ ",None,$100 - $149,"""2 - 9""","San Francisco,",CA,https://clutch.co/profile/riverstudios,http://riverstudios.com/,info@riverstudios.com,"
 "
Stambol Studios," $10,000+ ",None,$100 - $149,"""10 - 49""","Vancouver,",None,https://clutch.co/profile/stambol-studios,https://www.stambol.com,hello@stambol.com,"
+1-778-379-8044 "
Pandora Reality AR VR," $10,000+ ",None,$50 - $99,"""10 - 49""","New York City,",NY,https://clutch.co/profile/pandora-reality-ar-vr,https://www.pandorareality.com/,info@pandorareality.com,"
 "
Look On Media," $5,000+ ",None,$25 - $49,"""2 - 9""","Baltimore,",MD,https://clutch.co/profile/look-media,http://www.lookonmedia.com/,,"
+1.410.989.1661 "
Axis Images, Undisclosed,None,None,"""2 - 9""","Los Angeles,",CA,https://clutch.co/profile/axis-images,http://axisimages.com/,,"
 "
Wonderworld VR," $10,000+ ",None,$100 - $149,"""2 - 9""","Los Angeles,",CA,https://clutch.co/profile/wonderworld-vr,http://wonderworldvr.com/,info@wonderworldvr.com,"
805.807.7330 "
EPIC VR," $5,000+ ",None,$100 - $149,"""2 - 9""","Krakw,",None,https://clutch.co/profile/epic-vr,https://epicvr.pl/,office@epicvr.pl,"
+48.663.575.492 "
The Soap Collective," $10,000+ ",None,$100 - $149,"""2 - 9""","San Francisco,",CA,https://clutch.co/profile/soap-collective,http://www.thesoapcollective.com,info@thesoapcollective.com,"
720.729.7627 "
Perception Squared," $10,000+ ",None,$100 - $149,"""2 - 9""","Los Angeles,",CA,https://clutch.co/profile/perception-squared,http://perception2.com/,alex@perception2.com,"
818.906.0006 "
RLTY CHK," $10,000+ ",None,$100 - $149,"""2 - 9""","Santa Monica,",CA,https://clutch.co/profile/rlty-chk,http://www.rltychk.co/,,"
 "
VIVIDLY App," $10,000+ ",None,$100 - $149,"""2 - 9""","Riga,",None,https://clutch.co/profile/vividly-app,http://www.vividlyapp.com/,info@vividlyapp.com,"
+371.2.688.146 9 "
Latvia Inside," $10,000+ ",None,$100 - $149,"""2 - 9""","Riga,",None,https://clutch.co/profile/latvia-inside,http://latviainside.com/vr/,info@latviainside.com,"
+371.29.504.754 "
Optech4d," $5,000+ ",None,$100 - $149,"""2 - 9""","Houston,",TX,https://clutch.co/profile/optech4d,http://optech4d.com/,info@optech4d.com,"
346.231.1660 "
Torch VR Entertainment," $5,000+ ",None,$50 - $99,"""2 - 9""","Prague,",None,https://clutch.co/profile/torch-vr-entertainment,https://www.torchvr.cz/,info@torchvr.cz,"
+420.607.044.123 "
Zero Gravity ," $10,000+ ",None,$100 - $149,"""2 - 9""","Novi Beograd,",None,https://clutch.co/profile/zero-gravity,https://www.zerogravitygames.com/,contact@zerogravitygames.com,"
 "
Gateway VR Studio," $5,000+ ",None,$100 - $149,"""2 - 9""","Bucharest,",None,https://clutch.co/profile/gateway-vr-studio,https://www.vrstudio.ro/,play@vrstudio.ro,"
+40.774.607.784 "
MAKROPOL," $5,000+ ",None,$100 - $149,"""2 - 9""","Copenhagen,",None,https://clutch.co/profile/makropol,http://makropol.dk/,info@makropol.dk,"
+45 61 60 61 64 "
Oniride," $5,000+ ",None,$100 - $149,"""2 - 9""","Rome,",None,https://clutch.co/profile/oniride,http://www.oniride.com,info@oniride.com,"
+39.06.6872750 "
MELT," $5,000+ ",None,$100 - $149,"""2 - 9""","warsaw,",None,https://clutch.co/profile/melt,https://www.bymelt.com/,mail@bymelt.com,"
+48.792.337.171 "
Gardner Creative," $10,000+  ",None,$100 - $149,"""2 - 9""","London,",None,https://clutch.co/profile/gardner-creative,https://www.gardnercreative.co.uk/,drew@gardnercreative.co.uk,"
 "
Mutiny Media," $10,000+ ",None,$100 - $149,"""2 - 9""","London,",None,https://clutch.co/profile/mutiny-media,http://mutinymedia.co.uk/,production@mutinymedia.co.uk,"
+44.207.287.6690 "
VR City," $10,000+ ",None,$100 - $149,"""2 - 9""","London,",None,https://clutch.co/profile/vr-city,http://vr-city.com/,hello@vr-city.com,"
+44.207.377.5787 "
Ateo GmbH ," $10,000+ ",None,$100 - $149,"""2 - 9"""," Zrich,",None,https://clutch.co/profile/ateo-gmbh,https://www.ateo.ch/,hello@ateo.ch,"
+41 765.193.058 "
VRMADA," $10,000+ ",None,$100 - $149,"""2 - 9""","Madrid,",None,https://clutch.co/profile/vrmada,https://www.vrmada.com/en/,info@vrmada.com,"
+34.91.855.69.56 "
Purple Pill," $10,000+ ",None,$100 - $149,"""2 - 9""","Amsterdam,",None,https://clutch.co/profile/purple-pill,https://purplepill.io/,info@purplepill.io,"
+31.064.784.4614 "
