Organization_name,Min. Project,Rating,Hourly_rate,Total_Employees,Locality,Region,Profile,Website,Mail,Phone
Codeminer42," $5,000+ ",None,$25 - $49,"""50 - 249""","So Paulo,",None,https://clutch.co/profile/codeminer42,http://www.codeminer42.com/,contato@codeminer42.com,"
+55 11 3729 1422 "
Digital Natives," $25,000+ ",None,$50 - $99,"""10 - 49""",None,None,https://clutch.co/profile/digital-natives,http://digitalnatives.hu/,info@digitalnatives.hu,"
+36 30 208 5625 "
Codebrahma Technologies," $10,000+ ",None,$25 - $49,"""10 - 49""","Bengaluru,",None,https://clutch.co/profile/codebrahma-technologies,https://codebrahma.com,talk@codebrahma.com,"
+917566218003 "
Oozou," $25,000+ ",None,$50 - $99,"""10 - 49""",None,None,https://clutch.co/profile/oozou,http://oozou.com,hello@oozou.com,"
 "
IT House, Undisclosed,None,$50 - $99,"""10 - 49""","Riga,",None,https://clutch.co/profile/it-house,http://ithouse.cc/?utm_source=clutch.co&utm_medium=directory&utm_campaign=Directory-Submissions,info@ithouse.cc,"
371.20028049 "
datarockets," $5,000+ ",None,$25 - $49,"""10 - 49""","Minsk,",None,https://clutch.co/profile/datarockets,http://datarockets.com,hello@datarockets.com,"
 "
Innovation Feel," $10,000+ ",None,$25 - $49,"""10 - 49""","Cherkasy,",None,https://clutch.co/profile/innovation-feel,https://innovationfeel.com,letsgo@innovationfeel.com,"
+380977139183 "
DPTeam," $10,000+ ",None,$25 - $49,"""10 - 49""","Rostov-on-Don,",None,https://clutch.co/profile/dpteam,http://dpteam.biz,go@dpteam.biz,"
+1-646-757-17-16 "
Invisiblelines Ltd," $10,000+ ",None,$150 - $199,"""2 - 9""","Norwich,",None,https://clutch.co/profile/invisiblelines,https://www.invisiblelines.com/,hello@invisiblelines.com,"
01603.298.156 "
MintRocket," $1,000+ ",None,< $25,"""10 - 49""","Moscow,",None,https://clutch.co/profile/mintrocket,http://mintrocket.ru,hello@mintmail.ru,"
+7 (495) 177-2-495 "
Rockstar Coders," $1,000+ ",None,$50 - $99,"""10 - 49""","Chicago,",IL,https://clutch.co/profile/rockstar-coders,https://www.rockstarcoders.com,sales@rockstarcoders.com,"
 "
Elixirator," $10,000+ ",None,$25 - $49,"""2 - 9""","Kiev,",None,https://clutch.co/profile/elixirator,http://elixirator.com,vladimir@elixirator.com,"
 "
Ventcode," $10,000+ ",None,$25 - $49,"""10 - 49""","Warsaw,",None,https://clutch.co/profile/ventcode,https://ventcode.io,contact@ventcode.io,"
 "
Dippol Ltd," $5,000+ ",None,$25 - $49,"""2 - 9""","Plovdiv,",None,https://clutch.co/profile/dippol,https://dippol.com/,info@dippol.com,"
+359 888 516 773 "
314," $10,000+ ",None,$25 - $49,"""10 - 49""","Katowice,",None,https://clutch.co/profile/314,http://314.tt,agnes@314.tt,"
+48 728 942 118 "
Grok Interactive," $5,000+ ",None,$100 - $149,"""10 - 49""","San Antonio,",TX,https://clutch.co/profile/grok-interactive,http://www.grok-interactive.com,info@grok-interactive.com,"
 "
Remarkable Labs, Undisclosed,None,None,"""2 - 9""","Toronto,",None,https://clutch.co/profile/remarkable-labs,http://www.remarkablelabs.com/,hello@remarkablelabs.com,"
855.232.5983 "
Notch8," $10,000+ ",None,$100 - $149,"""2 - 9""","San Diego,",CA,https://clutch.co/profile/notch8,https://www.notch8.com/,Crystal@Notch8.com,"
 "
X8 Digital Product Studio," $10,000+ ",None,$100 - $149,"""2 - 9""",None,None,https://clutch.co/profile/x8-digital-product-studio,https://x8.io/,hello@x8.io,"
203.287.5008 "
Afterthought Software," $10,000+ ",None,$100 - $149,"""2 - 9""","Bristol ,",None,https://clutch.co/profile/afterthought-software,https://afterthoughtsoftware.com/,info@afterthoughtsoftware.com,"
122.596.2006 "
South River Studios," $10,000+ ",None,$100 - $149,"""2 - 9""","Yardley,",PA,https://clutch.co/profile/south-river-studios,http://www.southriverstudios.com,,"
 "
Kore Innovations," $25,000+ ",None,$150 - $199,"""2 - 9""","McClellan,",CA,https://clutch.co/profile/kore-innovations,http://koreinnovations.io,sales@koreinnovations.io,"
855-336-9900 "
D&M DevCo," $10,000+ ",None,$100 - $149,"""2 - 9""","San Diego,",CA,https://clutch.co/profile/dm-devco,http://www.dmdevco.com/,contact@dmdevco.com,"
 "
Bluespot.io," $10,000+ ",None,$100 - $149,"""2 - 9""",None,None,https://clutch.co/profile/bluespotio,https://bluespot.io/,,"
330.133.0160 "
DevBBQ Inc," $25,000+ ",None,$25 - $49,"""10 - 49""","Oakville,",None,https://clutch.co/profile/devbbq,https://www.devbbq.com/,contact@devbbq.com,"
+1.289.733.2011 "
Bit Riot," $5,000+ ",None,$100 - $149,"""2 - 9""","San Jose,",CA,https://clutch.co/profile/bit-riot,https://bitriot.co,hello@bitriot.co,"
855.248.7468 "
Innovatica," $5,000+ ",None,$25 - $49,"""10 - 49""","Brooklyn,",NY,https://clutch.co/profile/innovatica,https://www.innovatica.com,hello@innovatica.com,"
+1 (917) 979 0664 "
Faodail Technology," $5,000+ ",None,$25 - $49,"""2 - 9""","Pune,",None,https://clutch.co/profile/faodail-technology,http://www.faodailtechnology.com/,hello@faodailtechnology.com,"
 "
Infinite Loop," $25,000+ ",None,$50 - $99,"""10 - 49""","Krakw,",None,https://clutch.co/profile/infinite-loop,http://infiniteloop.eu,hello@infiniteloop.eu,"
+48124441430 "
Aligned Software Solutions," $5,000+ ",None,$100 - $149,"""2 - 9""","Vancouver,",None,https://clutch.co/profile/aligned-software-solutions,http://aligned.io,hello@aligned.io,"
604.259.7676. "
BrainX Technologies," $5,000+ ",None,$25 - $49,"""10 - 49""","Lahore,",None,https://clutch.co/profile/brainx-technologies,http://www.brainxtech.com,services@brainxtech.com,"
+923334686651 "
PixelForce," $5,000+ ",None,$50 - $99,"""10 - 49""","Adelaide,",None,https://clutch.co/profile/pixelforce,https://www.pixelforce.com.au/,vorng.chau@pixelforce.com.au,"
(08) 7006 3226 "
Exlabs," $25,000+ ",None,$25 - $49,"""10 - 49""","Gliwice,",None,https://clutch.co/profile/exlabs,http://www.exlabs.co.uk,hi@exlabs.co.uk,"
 "
Cast Iron Coding," $1,000+ ",None,$100 - $149,"""2 - 9""","Portland,",OR,https://clutch.co/profile/cast-iron-coding,http://castironcoding.com/,office@castironcoding.com,"
 "
Robot Mode," $10,000+ ",None,$100 - $149,"""Freelancer""","San Diego,",CA,https://clutch.co/profile/robot-mode,http://robotmodehq.com/,jarin@robotmodehq.com,"
619.663.7643 "
